Date,ReturnSP500,returnDji
4/29/2016,-0.002204457,0.002862109
4/28/2016,-0.004027489,-0.001393454
4/27/2016,0.000715715,-0.005104016
4/26/2016,0.000812565,0.001234969
4/25/2016,-0.000787675,0.000315874
4/22/2016,2.08E-05,-0.000639952
4/21/2016,-0.002261616,0.000512433
4/20/2016,0.000330609,-0.002738515
4/19/2016,0.001337513,0.00102525
4/18/2016,0.002831481,0.001190939
4/15/2016,-0.00042768,0.002581444
4/14/2016,7.51E-05,-0.000702379
4/13/2016,0.004338632,0.000439943
4/12/2016,0.004176069,0.004559507
4/11/2016,-0.001191507,0.004058634
4/8/2016,0.001208513,-0.000508069
4/7/2016,-0.005232412,0.000865648
4/6/2016,0.004539592,-0.004288777
4/5/2016,-0.004428196,0.002772325
4/4/2016,-0.001395597,-0.003285575
4/1/2016,0.002740815,-0.001362911
3/31/2016,-0.000886761,0.002635806
3/30/2016,0.00188522,-0.000774584
3/29/2016,0.003812242,0.002052953
3/28/2016,0.000236737,0.002413457
3/24/2016,-0.000164225,0.000487191
3/23/2016,-0.002782312,0.000325938
3/22/2016,-0.000381212,-0.001980047
3/21/2016,0.00042782,-0.001018897
3/18/2016,0.001909144,0.000531822
3/17/2016,0.002854871,0.002990986
3/16/2016,0.002425417,0.003886164
3/15/2016,-0.000798507,0.001864688
3/14/2016,-0.000547979,0.00056423
3/11/2016,0.007062734,0.000398966
3/10/2016,6.77E-05,0.005539891
3/9/2016,0.002188702,-0.000133589
3/8/2016,-0.004909159,0.000927288
3/7/2016,0.000384187,-0.002803172
3/4/2016,0.001433363,0.001712159
3/3/2016,0.001516832,0.001608437
3/2/2016,0.001774505,0.001144152
3/1/2016,0.010244306,0.00088083
2/29/2016,-0.003541294,0.009070386
2/26/2016,-0.000812941,-0.003234536
2/25/2016,0.004900738,-0.001493408
2/24/2016,0.001923907,0.005557272
2/23/2016,-0.005442829,0.001404101
2/22/2016,0.006232443,-0.004963676
2/19/2016,-1.13E-05,0.006016583
2/18/2016,-0.002031035,-0.000567652
2/17/2016,0.007099026,-0.001067669
2/16/2016,0.007114498,0.006848242
2/12/2016,0.008394919,0.00600944
2/11/2016,-0.005375457,0.008612585
2/10/2016,-8.21E-05,-0.007002813
2/9/2016,-0.000288302,-0.002710572
2/8/2016,-0.006190893,-0.00034346
2/5/2016,-0.008101398,-0.004794638
2/4/2016,0.000662546,-0.005634465
2/3/2016,0.002162621,0.002119415
2/2/2016,-0.008217272,0.004895562
2/1/2016,-0.000192538,-0.007876532
1/29/2016,0.010622257,-0.000451799
1/28/2016,0.002394418,0.010589906
1/27/2016,-0.004743765,0.003396324
1/26/2016,0.006099769,-0.006025815
1/25/2016,-0.006845152,0.007642403
1/22/2016,0.008720949,-0.005657541
1/21/2016,0.002250509,0.00572699
1/20/2016,-0.005108504,0.003181865
1/19/2016,0.000230906,-0.006812677
1/15/2016,-0.009483156,0.000758275
1/14/2016,0.007191075,-0.010492389
1/13/2016,-0.010979996,0.006078258
1/12/2016,0.00337556,-0.009700232
1/11/2016,0.000370413,0.003104691
1/8/2016,-0.00473274,0.001382531
1/7/2016,-0.010416908,-0.004431444
1/6/2016,-0.005733627,-0.01019906
1/5/2016,0.000873021,-0.006429413
1/4/2016,-0.006697708,0.000246106
12/31/2015,-0.004106899,-0.00693625
